"@timestamp",renterQuote,provider,localization
"Jul 19, 2025 @ 21:17:14.000","Comme toujours, essai de nous vendre des assurances supplémentaires. GPS non fourni alors qu’il était prévu dan la réservation.","Sunny Cars",fr
"Jul 19, 2025 @ 20:33:41.000","Centre à 7min de l’aéroport à pied. Une navette disponible mais j’ai dû marché car impossible de les joindre dû à un problème de téléphone (aéroport Grand Case). Mise à part ça, super service surtout à l’aéroport de Princess Julianna ",BSPAuto,fr
"Jul 19, 2025 @ 20:11:45.000","Fast neuer Wagen. ",AutoEurope,de
"Jul 19, 2025 @ 19:43:18.000","Rapide et efficace ",Rentalcars,fr
"Jul 19, 2025 @ 16:05:45.000","Unkomplizierte Rücknahme ",AutoEurope,de
"Jul 19, 2025 @ 15:54:58.000","Staff was at least 30min late to open the branch office. 
Then refusing to enter into the contract despite all required documents (valid driving license, passport, reservation confirmation) were presented, as well as a local contact address and telephone number. While being allowed a local phone call to retrieve requested further evidence (foreign residence card, car rental invoice; initially wrong instruction to connect outside landline) with domestic address,  other staff finally confirmed and allowed the rental process. 
Vehicle outside not clean. 
I would favour this rental company in view of pricing, availability and convenient outlet location,  however, staff competence and attitude needs improvement; see below.",Enterprise,de
"Jul 19, 2025 @ 08:45:20.000","Alles perfekt.",BSPAuto,de
"Jul 19, 2025 @ 06:56:38.000","Der Mietwagenanbieter vor Ort (Firma Wucherpfennig) war prima. Sehr freundlich und unkompliziert ","Sunny Cars",de
"Jul 19, 2025 @ 00:58:37.000","Vielen Dank für den super Service!","Argus Car Hire",de
"Jul 18, 2025 @ 23:46:55.000","Prima prima ",BSPAuto,de
"Jul 18, 2025 @ 21:42:18.000","Hat alles hervorragend geklappt ",AutoEurope,de
"Jul 18, 2025 @ 21:40:44.000","Dodge Charger gebucht und VW Jetta erhalten! Was für eine Farce. Haltet euch bloß fern von dieser Firma, ihr bekommt nicht, was ihr bucht! ","Argus Car Hire",de
"Jul 18, 2025 @ 20:08:38.000","Unbedingt meiden! Scheint ein System zu haben. ",Rentalcars,de
"Jul 18, 2025 @ 19:49:17.000","Verwirrende Angabe über Abholort. Erst durch Anruf beim Vermittler (angegebene Rufnummer auf Voucher war falsch) wurde klar, dass die Abholung per Shuttle ca. 10 min. entfernt passiert. Alles ok, wenn man ausreichend Zeit einplant.",AutoEurope,de
"Jul 18, 2025 @ 19:07:59.000","Très professionnel ","Sunny Cars",fr
"Jul 18, 2025 @ 18:56:40.000","Der Vermieter war sehr freundlich und alles hat schnell und reibungslos stattgefunden. Kann ich nur weiter empfehlen. ",AutoEurope,de
"Jul 18, 2025 @ 18:29:08.000","Voiture impeccable et remise rapidement.  Tous les défauts étaient notés sur la feuille qu'on nous a fait signer et reçue par mail.
Au moins 2 personnes parlent français à l'accueil ce qui est un plus.
Service de navette ultra rapide : message WhatsApp en arrivant, réponse directe et on est venu nous chercher dans les 5 minutes.  Au retour, état de la voiture fait avant même qu’on ait fini de décharger les bagages. La navette nous a emmené (5 personnes) directement à l'aéroport. 
Facilité d'accès du loueur dans Brindisi, tout proche de la 4 voies.",BSPAuto,fr
"Jul 18, 2025 @ 18:20:16.000","Sehr freudlich und schnell","Argus Car Hire",de
"Jul 18, 2025 @ 18:19:34.000","siehe oben",BSPAuto,de
"Jul 18, 2025 @ 18:11:58.000","Très bonne expérience, rapidité et sérieux du loueur. Je recommande green motion chypre","Argus Car Hire",fr
"Jul 18, 2025 @ 18:08:18.000","Es ist eine absolute Schande!! Die Mitarbeitenden sind gänzlich unmotiviert, unfreundlich und absolut nicht für den Kundenservice geschaffen.

Und nicht nur das: die Mietautos sind in einem katastrophalen Zustand!!! Und das, obwohl man bei Kaddy bzw. Europcar bucht? So werde ich sicher nicht mehr den Anbieter buchen. Da gibt es Bessere und vorallem preiswertere. Schade...","Argus Car Hire",de
"Jul 18, 2025 @ 15:22:05.000","Das Personal am Schalter wirkte sehr gestresst und unfreundlich. Obwohl im Voucher die Firma Thrift aufgeführt war, bestand man darauf die Abwicklung am Schalter der Firma Hertz durchzuführen. Nachfragen nach dem Grund wurden nicht beantwortet. Die Abwicklung war sehr gehetzt. Man hatte keine Möglichkeit den Vertrag vor der Unterschrift nochmals zu prüfen. Zudem wurde mehrfach versucht ein ""Upgrade"" (größeres Fahrzeug) zu verkaufen. 

Insgesamt fühlte man sich dort nicht gut behandelt. ","Sunny Cars",de
"Jul 18, 2025 @ 14:39:49.000","Der Vermieter war toll alles hat total geklappt, zügig und unkompliziert die Fahrzeug Übergabe. Vielen Dank auch dem Shuttle alles perfekt ! Danke","Sunny Cars",de
"Jul 18, 2025 @ 13:10:04.000","Man konnte sich zuhause schon mit allen Daten anmelden und an Ort und Stelle musste man nur noch den Führerschein und Pass vorweisen und unterschreiben.
Das Auto war einfach toll, sogar mit Navi, obwohl wir keines gebucht hatten.
Leider ist das Büro von Avis am Flughafen Gatwick sehr schlecht zu finden, da die Stelle im North-Terminal anscheinend dauerhaft nicht besetzt ist und dort leider keine genaue Wegbeschreibung steht. Auch sollten bitte Schilder mit AVIS irgendwo angebracht werden.",Avis,de
"Jul 18, 2025 @ 11:59:10.000","VIELEN DANK FUER DEN PRIMA SERVICE!",Alamo,de
"Jul 18, 2025 @ 11:12:33.000","Zentrale Lage, alles bestens ",Europcar,de
"Jul 18, 2025 @ 10:18:55.000","Obwohl sich die Büros nicht direkt am Flughafen befinden, kamen die Mitarbeiter von U-Save nach meinem Anruf sehr schnell zum Flughafen, um mich abzuholen und zu den Büros zu bringen. Die Abwicklung verlief äußerst zügig, und ich habe sogar einen zusätzlichen Rabatt erhalten, da es bereits das dritte Mal war, dass ich bei ihnen gemietet habe – SEHR WERTGESCHÄTZT! Auch die Rückgabe lief reibungslos und sehr schnell ab. Ich möchte besonders die Freundlichkeit des Personals hervorheben!!!!!","Argus Car Hire",de
"Jul 18, 2025 @ 09:43:14.000","Très bonne expérience, pour une fois que nous sommes avec une société de location honnête, nous nous adresserons directement à eux dorénavant.","Argus Car Hire",fr
"Jul 18, 2025 @ 09:01:52.000","Bei der Übergabe des Fahrzeugs war ein Vorschaden nicht protokolliert. Leider habe ich den Fehler gemacht, das Fahrzeug nur oberflächlich anzuschauen. Somit wurde der Vorschaden erst bei der Abgabe festgestellt. Zu meinem Glück hat die Mitarbeiterin von Thrifty das dann aber als Vorschaden deklariert.",AutoEurope,de
"Jul 18, 2025 @ 08:53:16.000","Alles gut. ",Wisecars,de
"Jul 18, 2025 @ 07:47:35.000","Obwohl ich kein Spanisch gesprochen habe, hat die Übergabe SEHR gut funktioniert. Die Mitarbeiterin war SOOOOO nett!!!!",AutoEurope,de
"Jul 18, 2025 @ 07:41:39.000",Empfehlenswert,"Sunny Cars",de
"Jul 18, 2025 @ 07:26:37.000","Addcar a été réactif et ils ont accepté de changer le véhicule qu’ils avaient d’abord mis à notre disposition. Ils ont été compréhensifs et professionnels. Nous avons eu un problème de batterie de voiture et l’écran du véhicule ne nous convenait pas. 
Ils nous ont bien accueilli. Je n’ai pas d’avis enégatif les concernant. 
Je les recommande !",BSPAuto,fr
"Jul 17, 2025 @ 21:33:17.000","Schnelle und freundliche Übergabe und Rücknahme.",Enterprise,de
"Jul 17, 2025 @ 21:01:59.000","Der Wagen war in Schuss und der Service war nett und zuvorkommend. ",AutoEurope,de
"Jul 17, 2025 @ 20:46:14.000","Filorent war sehr unkompliziert und schnell",BSPAuto,de
"Jul 17, 2025 @ 19:53:04.000","Auf Grund einiger schlechter Bewertungen des Vermieters hatte ich erst Zweifel ob ich bek Centauro ein Auto mieten soll. Ich kann jedoch nur positives von der Anmietung und Rückgabe sagen. Alles super gelaufen, gerne wieder.","Argus Car Hire",de
"Jul 17, 2025 @ 19:35:41.000","Hab den Wagen nicht bekommen","Argus Car Hire",de
"Jul 17, 2025 @ 19:35:18.000","Das Auto war nicht ganz in Ordnung. Details wurden bereits per Mail und telefonisch übermittelt",Enterprise,de
"Jul 17, 2025 @ 19:26:52.000","Nous avons attendu 1h00 pour récupérer le véhicule. 1 seule personne à l'accueil de Europcar(celui-ci était sympa et clair dans ses explications)",Rentalcars,fr
"Jul 17, 2025 @ 18:48:47.000","Alles schnell und unkompliziert.
Das einzige Problem war, dass man den bei der Reservierung angegebenen Fahrer nicht mehr ändern könnte, was bisher nie ein Problem war. Man müsste einen Zweitfahrer für 8 Euro pro Tag zusätzlich buchen.
Praktisch direkt am Flughafen. Nur bei der Rückgabe muss man aufpassen, um nicht auf den öffentlichen Parkplatz zu fahren - etwas irreführend. Das ist uns passiert und wir mussten bezahlen, noch einmal eine große Runde drehen und dann die Einfahrt nebenan nehmen.
Also mehr Zeit einplanen bei der Rückgabe ","Argus Car Hire",de
"Jul 17, 2025 @ 18:31:41.000","Leider gab es ein Problem mit der Lieferung und wir mussten 3 Stunden warten",Enterprise,de
"Jul 17, 2025 @ 18:30:20.000","Betrug auf höchstem Niveau! Kann 100% die negativen Bewertungen bestätigen! 1. Vor Ort angekommen kann man sich auf Wartezeit einstellen. 2. Kreditkarte wird einem abgelehnt (obwohl ausreichende Deckung, unmittelbar vor OK Mobility und danach hat die Kreditkarte funktioniert). 3. Es wird einem eine Zusatzversicherung angedreht, wo es dann plötzlich egal ist, wem die Kreditkarte gehört. 4. Auf dem Abholschein steht, dass das Fahrzeug keine Mängel hat. Steht man vor dem Auto sind Mängel ohne Ende. 5. Lt. Mietwagenbedingungen müssen Mängel sofort gemeldet werden, macht man Das, heißt es: ""man soll Fotos machen und bei Abgabe dann beweisen"". Absolute Vorsicht! Man kann in google news und in den Rezessionen lesen, dass dies eine Masche ist, wie sich OK Mobility ihr Geld holt!!!!","Argus Car Hire",de
"Jul 17, 2025 @ 18:30:18.000","Sixt, war einfach und top!",AutoEurope,de
"Jul 17, 2025 @ 18:28:39.000","europcar à l'aéroport. conforme ",BSPAuto,fr
"Jul 17, 2025 @ 18:23:15.000","Vorweg: wer nicht alles lesen mag, ich rate DRINGEND davon ab hier ein Auto zu mieten!!!! Uns traf es leider wie viele andere hier, das plötzlich die Kreditkarte nicht mehr funktioniert (obwohl Sie vor der Abholung funktionierte, unmittelbar danach und ausreichend Gedeckt war). Wir wurden daraufhin gezwungen eine Zusatzversicherung abzuschließen, ab dann war es egal, auf welche Person die Kreditkarte läuft! Dieses Unternehmen lebt vom Betrug! Bei dem Abholungsvorgangsvorgang zeigte mir der Mitarbeiter seinen Bildschirm - worauf ich sehen konnte, dass OK Mobility für einen Kleinstwagen für 9 Tage Mietzeit 67 Euro in Summe erhielt. Wir bezahlten mit Zusatzversicherung (Selbstbeteiligung durch Rückerstattung) bei Billiger-Mietwagen.de 116 Euro. Das es nicht sehr wirtschaftlich sein kann einen Mietwagen für den Preis zu vermieten, liegt auf der Hand. Um das Unternehmen wirtschaftlich zu halten, wird eine andere Einnahmequelle, nämlich erzwungene Zusatzversicherungen, herangezogen. Durch die extrem günstigen Preise erhält OK Mobility Mieter und durch die erzwungene Zusatzversicherung erwirtschaften Sie erlös. Es ist ein reines Glücksspiel bei der Mietwagenabholung ob du auswählt bist oder eben nicht. Selbst die Mietwagenbedingungen oder Kreditkartenbedingungen schützen euch davor nicht, denn das Betrugs-System ist äußerst gut durchdacht! Wer also auf keinen Betrug hereinfallen will, darf hier nicht buchen! Das Fahrzeug hatte in den Unterlagen keine Beschädigungen, war aber im Istzustand enorm beschädigt mit Einbruchsspuren,.... OK Mobility schreibt in den Mietwagenbedingungen den Zustand des Fahrzeugs bei Abholung zu kontrollieren und Mängel unverzüglich anzuzeigen. Der tatsächliche Abholvorgang läuft aber so ab, dass man keine Mängel unmittelbar nach Abholung anzeigen kann, da die Mitarbeiter keine Mängel aufnehmen und darauf verweisen, man soll Video und Bildmaterial erstellen um die Mängel bei Rückgabe Rückwirkend zu beweisen. ","Argus Car Hire",de
"Jul 17, 2025 @ 18:22:57.000","Alles gut un schnell gelaufen. Ich habe einen kostenfreien Upgrade zu einem automatischen Auto bekommen",AutoEurope,de
"Jul 17, 2025 @ 18:11:41.000","Chez ce loueur, c’est au client de faire l’état des lieux de départ, après avoir installé une application sur son smartphone. Bref, c’est le client qui fait le boulot du loueur ….. bof, bof 😟",BSPAuto,fr
"Jul 17, 2025 @ 18:08:29.000","Alles nett und gut, außer das mir eine Versicherung Vorort in Höhe von € 66 abgebucht wurde, die ich nicht geordert habe, da bereits über billiger Mietwagen abgeschlossen. Helfen wollte aber niemand.",Carhiremarket,de
"Jul 17, 2025 @ 17:39:01.000","Hello,

I have paid for ergo insurance, and I have opened a case bcs I had an accident. I had to pay for the repair on my own a few weeks ago. Ergo company absolutely ignores all my email, all my calls, nobody wants to help me or solve the problem. It has been three weeks and I am still waiting for a reply and for my money.

I don't understand how can I trust your website, if you nobody helps me when I am in trouble, and what is the point to pay for insurance

regards, Radek Ch.
",Wisecars,de
"Jul 17, 2025 @ 16:53:57.000","Federico sehr sympathisch. Es wurden mir 20€ Nachlass versprochen. Wir sollten das Auto um 16.00h abholen, mussten aber bis 17.00h warten da die Tür verschlossen war.",Enterprise,de
"Jul 17, 2025 @ 16:52:40.000","Excellent service et rapport qualité/prix. Nous étions ravie de notre véhicule (C4 hybride et très récente, à peine +3000kms au compteur!), la prise et le retour du véhicule se sont déroulés de manière très fluide. Bonne communication avec le personnel d'owners car (beaucoup parlent couramment anglais, ou même français, mais sont hispanophones initialement). Je recommande à 100% ce loueur à Minorque!",AutoEurope,fr
"Jul 17, 2025 @ 15:18:47.000","Preis/Leistung passt","Argus Car Hire",de
"Jul 17, 2025 @ 12:11:56.000","Extrem lange Wartezeiten aufgrund eines kleinen Schalters im Parkhaus. Öffnungszeiten auf Google bzw. in den Dokumenten wichen von den tatsächlichen Öffnungszeiten ab.
Das Angebot vom Vermittler wich von dem ab, was mir in der Station gesagt wurde. Man baut bei jedem Kunden Druck auf, um irgendwelche Zusatzleistungen zu verkaufen. Dies konnte ich bei zwei Kunden vor mir beobachten, bis man es bei mir machte. Ohne Zusatzversicherung hätte ich plötzlich 2000 € anstatt 1000 € (wie beim Vermittler gebucht) Kaution hinterlegen müssen. Insgesamt sehr schlechte Erfahrung. Auch bei der Rückgabe verweigerte man, das Rückgabeprotokoll vernünftig auszufüllen und zu unterschreiben. Nie wieder!",Rentalcars,de
"Jul 17, 2025 @ 11:50:59.000","Der Vermieter hieß ""Alamo"",  bearbeitet wurde die ganze Sache jedoch von ""Guerin"" und auch das Auto war von Guerin. Mit Alamo hatte ich in Düsseldorf schon einmal weniger gute Erfahrungen, Guerin auf der Insel Sao Miguel war jedoch sehr gut in jeder Hinsicht.",AutoEurope,de
"Jul 17, 2025 @ 11:13:10.000","Alles bestens",AutoEurope,de
"Jul 17, 2025 @ 09:36:40.000","Wir waren sehr zufrieden.",Wisecars,de
"Jul 17, 2025 @ 09:35:23.000"," Flughafentransfer und Abwicklung vor Ort sind gut organisiert.","Argus Car Hire",de
"Jul 17, 2025 @ 08:28:15.000","Alles top freundlich schnelle Abwicklung ",Carhiremarket,de
"Jul 17, 2025 @ 08:25:08.000","Toller Service, sehr freundlich und fabrikneues Fahrzeug ",Alamo,de
"Jul 17, 2025 @ 01:24:02.000","Sehr personal ",Enterprise,de
"Jul 16, 2025 @ 22:59:05.000","Alles gut, gerne wieder. ",BSPAuto,de
"Jul 16, 2025 @ 21:25:36.000","Top. Hat Alles geklappt, vorab mit der Buchung und offenen Fragen, alsauch mit dem Mietwagen vor Ort",BSPAuto,de
"Jul 16, 2025 @ 21:19:15.000","zuverlässig ",Wisecars,de
"Jul 16, 2025 @ 20:16:45.000","Ging alles sehr schnell nur leider war der Tank fast leer das sollte man ändern wie bei anderen Mietwagenfirmen Voll abholen und so abgeben.",Rentalcars,de
"Jul 16, 2025 @ 20:02:44.000","Unkomplizierte und freundliche Abholung und Rückgabee des Autos. Gerne wieder!","Argus Car Hire",de
"Jul 16, 2025 @ 19:25:08.000","Kann man weiterempfählen , alles Perfect 👍🏻 
",Enterprise,de
"Jul 16, 2025 @ 19:13:22.000","Leider war das Fahrzeug außen und innen recht verschmutzt. Aber ansonsten in Ordnung. Die Abwicklung am Schalter war nicht besonders freundlich.
",BSPAuto,de
"Jul 16, 2025 @ 19:10:16.000","Service Top !
Très bien organisé sur place, rapide, efficace.
Rarement vu cela.
C'était parfait pour nous.
Réservation faite avec Hello Hellis à Malaga.","Sunny Cars",fr
"Jul 16, 2025 @ 18:50:55.000","Alles  sehr gut gelaufen ","Argus Car Hire",de
"Jul 16, 2025 @ 18:16:03.000","Neuwagen 1000km nichts zu bemängeln",BSPAuto,de
"Jul 16, 2025 @ 18:06:46.000"," nous avons été surpris à notre arrivée car ADA n'a plus d'agence à l'aéroport de Bastia et c'est maintenant DRIVALIA et nous n'avions pas été informé. 
Véhicule conforme mais avec pas mal de chocs à l'extérieur. Intérieur propre",Carhiremarket,fr
"Jul 16, 2025 @ 16:43:28.000","Achtung!!!! Haben uns eine Zusatzversicherung mit 290 € untergejubelt, in der Hektik haben wir alles unterschrieben obwohl wir keine Zusatzversicherung wollten. Wir haben einfach nicht genau gelesen. Sehr ärgerlich, denn AutoEurope hätte mit der Buchung des Autos den kleinen Schaden ja auch erstattet. Wir bleiben nun auf den 290 € sitzen und ärgern uns richtig, nie wieder Noleggiare!!!!",AutoEurope,de
"Jul 16, 2025 @ 15:36:48.000","key'n Go hat wegen fehlenden Angaben leider nicht geklappt. War aber kein Problem, da Personal vor Ort schnell sehr freundlich und hilfsbereit","Argus Car Hire",de
"Jul 16, 2025 @ 14:34:13.000","Der Vermieter bietet relativ neuwertige Fahrzeuge an, dennoch muss ich dringend von Flex To Go abraten!!! Ich hatte von Anfang an (ewig warten, bis ich dran war, obwohl nur eine Person vor mir war, es darf nur eine Person in die Anmietstation, keine Wartebereich, nur stehen im Gang (in dem es zur Toilette geht), die Anmietung selbst dann auch ein Ewigkeitswerk. Der Hammer war dann aber, dass das Fahrzeug ohne Beanstandung zurück genommen wurde und dann einige Zeit später ein angeblicher Schaden bei mir angemeldet wurde. Nach meiner Meinung war da kein Schaden, bemängelt wurde ja bei der Rückgabe auch nichts. Was das dann sein soll, überlasse ich der Fantasie des Lesers.",BSPAuto,de
"Jul 16, 2025 @ 13:44:24.000","ABZOCKET! Ich habe alle Warnungen vor GOLDCAR (Flughafen Palma de Mallorca) hier ignoriert, weil ich dachte, ich wüsste es besser (kann gut Englisch und Spanisch und lasse mich nicht über den Tisch ziehen). Tatsächlich sollte ich zu dem 150 EUR Mietwagen noch eine 300 EUR Pflichtversicherung abschließen, sonst könne man mir den Wagen nicht geben. Nachdem man mir das 3x wiederholt hat, hatte ich gebeten, die Managerin zu sprechen. Währenddessen hatte ich die Vermittlung angerufen (autoeurope) und prompt stellte man mit ein Schild vor die Nase ""kein Handy"" und verweigerte mir, weiter mit mir zu sprechen, so lange das Telefon an ist (WTF!?). Die wollen also auf keinen Fall, dass etwas mitgehört wird, das Ganze scheint also wirklich System zu haben. Man bekommt hier von billiger-mietwagen extra noch einen Schrieb in Landessprache, wo drauf steht, dass man eine Versicherung hat. ""Der ist nicht offiziell"", wurde dieser einfach abgetan. Ich hätte schon beinahe aufgegeben und einfach den Bus genommen, habe aber dann nach weiteren 3 Erklärungen der Managerin weiterhin darauf bestanden, den Wagen auf eigenes Risiko zu bekommen, was nach 30 Minuten Diskussion dann plötzlich doch möglich war. Ich wurde beinahe noch beschimpft, warum ich nicht bei GOLDCAR direkt gebucht hätte, sondern über einen Vermittler - da sei ich ja selbst schuld. Das hat mich also 30 min Diskussion und 1 Stunde Wartezeit gekostet. In Anbetracht dessen, würde ich nächsten Mal lieber etwas mehr bezahlen und bei einem anderen Anbieter buchen, wo es keinerlei Wartezeit und sicher nicht so einen Ärger gegeben hätte. Kein guter Start in den Urlaub!

Immerhin: das chinesische Auto war recht neu und sauber und fuhr klasse! Auch die Rückgabe war (wider Erwarten) problemlos und ich habe die Kaution von 1500 EUR vollständig zurückbekommen!",AutoEurope,de
"Jul 16, 2025 @ 12:00:41.000","??????????",Rentalcars,de
"Jul 16, 2025 @ 08:31:59.000","Bei Anmietung musste ich fast eine Stunde anstehen! Das ist einfach zu lang. Wir hatten schon einen langen Tag hinter uns und ich war mit 3 Kindern unterwegs, da möchte man eine schnelle Abwicklung. ",Enterprise,de
"Jul 16, 2025 @ 08:24:13.000","guter Service",Rentalcars,de
"Jul 16, 2025 @ 08:04:56.000","Gutes Auto, perfekter Shuttle ",AutoEurope,de
"Jul 16, 2025 @ 07:36:07.000","Schnelle Abwicklung stand im Vordergrund ",Alamo,de
"Jul 15, 2025 @ 23:18:03.000","Très bien, efficace. Très bonne voiture.",AutoEurope,fr
"Jul 15, 2025 @ 22:52:02.000","Alles super geklappt. ","Sunny Cars",de
"Jul 15, 2025 @ 22:14:24.000","Shuttleservice hat gut geklappt. Ein Mitarbeiter der Rental Firma macht sich durch ein Schild am beschriebenen Meetingplatz bemerkbar. Die Mitarbeiter im Büro waren zeitweilig etwas überlastet. Mittagszeit, viele Kunden, Telefonanrufe. Deshalb zog es sich etwas bis wir unser Auto hatten. Rückgabe/Shuttle war sehr schnell",AutoEurope,de
"Jul 15, 2025 @ 22:01:20.000","Sher freundlich und kompetent",AutoEurope,de
"Jul 15, 2025 @ 21:39:16.000","Ausgezeichneter Service","Argus Car Hire",de
"Jul 15, 2025 @ 21:33:04.000","Schnelle und unkomplizierte Abwicklung ","Sunny Cars",de
"Jul 15, 2025 @ 20:14:43.000","ölajk dfsöadjkf saöl j",Enterprise,de
"Jul 15, 2025 @ 19:56:40.000","… fghh ghhh",Rentalcars,de
"Jul 15, 2025 @ 19:30:48.000","Immer wieder gerne mit Enterprise",Enterprise,de
"Jul 15, 2025 @ 19:26:05.000","Alles tiptop","Sunny Cars",de
"Jul 15, 2025 @ 19:10:34.000","Kostenlos upgegraded. Ich bin zum ersten Mal Automatik gefahren und der Mitarbeiter hat sich die Zeit genommen mich kurz einzuweisen und mir geduldig alles zu erklären und meine Angst zu nehmen. Top!",Enterprise,de
"Jul 15, 2025 @ 19:06:11.000","alles gut geklappt",AutoEurope,de
"Jul 15, 2025 @ 18:48:57.000",Xxxxxxxxxx,Rentalcars,de
"Jul 15, 2025 @ 18:47:17.000","Alles gut geklappt ",AutoEurope,de
"Jul 15, 2025 @ 18:46:28.000","Good Job! ","Sunny Cars",de
"Jul 15, 2025 @ 18:46:18.000","Schnelle Abwicklung und kein unnötiges Gelaber ",Enterprise,de
"Jul 15, 2025 @ 18:42:02.000","alles hat funktioniert",Rentalcars,de
"Jul 15, 2025 @ 18:41:09.000","Schnell und billig ",Alamo,de
"Jul 15, 2025 @ 18:32:39.000","Der Crossland hatte eine miserable Schaltung, die oft hakte. Der Abholort am Flughafen war nicht genau bezeichnet. (Es gibt dort zwei Büros). Bei der Abholung des Wagens am Flughafen wurde mir nicht genau erklärt, wo der Wagen später in der Innenstadt zurückgegeben werden sollte. Dort gab es keine leicht zu findenden Parkplätze vor der Mietwagenstation und ich musste den Wagen erst verbotswidrig in einer Einfahrt parken. Immerhin geschah die Rückgabe dann sehr schnell und komplikationslos.",Rentalcars,de
"Jul 15, 2025 @ 18:29:41.000","45 minutes d’attente
Appel de relance 
Le pire reste l’assurance recommandé à prendre en SUS 250 en cash 
Dit ne pas comprendre le document d’assurances et qu’il ne couvrira pas les soucis dans le pays … ",Rentalcars,fr
"Jul 15, 2025 @ 18:28:35.000","Eine Person am Schalter bei 15 Kubden ist sehr wenig. Check-In Terminals würden helfen",AutoEurope,de
"Jul 15, 2025 @ 18:24:52.000","Avis ist hoch professionell. ",BSPAuto,de
"Jul 15, 2025 @ 18:11:29.000","100%ig. Immer wieder! ",Rentalcars,de
"Jul 15, 2025 @ 18:09:13.000","Super freundlich, zuvorkommend :)",BSPAuto,de
"Jul 15, 2025 @ 17:06:47.000","OptimoRent gibt es am Flughafen Cagliari nicht, die Abwicklung läuft über Autovia, dies sollte dem Voucher hinzugefügt werden.",Wisecars,de
"Jul 15, 2025 @ 14:21:08.000","Sehr gute Übergabe ohne Probleme",AutoEurope,de
"Jul 15, 2025 @ 13:46:52.000","Keine Erreichbarkeit der Station per Mail wegen einer Verlängerung. Auch waren viele (Telefon-)Anrufe notwendig, bis tatsächlich jemand von der Station erreicht werden konnte. Ein Rückruf oder eine Weiterleitung auf andere Stationen erfolgte ebenfalls nicht.
",Rentalcars,de
"Jul 15, 2025 @ 12:18:44.000","Ich habe es in der Dunkelheit der Tiefgarage, wo ich das Auto übernommen habe, erst zu spät realisiert, dass der Tank anscheinend nicht voll, sondern nur etwa zur Hälfte voll war. Das konnte ich dann nicht mehr geltend machen. Das ärgert mich.
Auf der rechten Seite befand sich ein riesiger Kratzer, der dem Vermieter anscheinend noch nicht aufgefallen war. Zum Glück ist er mir in der Dunkelheit der Tiefgarage aufgefallen. Ich habe ihn fotografiert. Dadurch gab es keine Probleme bei der Rückgabe.",Rentalcars,de
"Jul 15, 2025 @ 11:58:29.000",,AutoEurope,de
"Jul 15, 2025 @ 10:11:08.000","Vermietung, Service, Autos sind sehr gut. Aber passt auf die Preise auf, es gibt auch noch die Bahn.  ",Enterprise,de
"Jul 15, 2025 @ 10:09:11.000","Nettes Team, schnelle Abwicklung",Hertz,de
"Jul 15, 2025 @ 10:09:10.000","Würde ich wieder nehmen. ","Sunny Cars",de
"Jul 15, 2025 @ 10:00:37.000","Ich bin kein Neuling beim Thema Mietwagen, so eine Abzocke habe ich aber zum ersten Mal erlebt! Zuerst wurden mir 100,- Verwaltungsgebühren erhoben, weil ich wegen der Flugverspätung den Wagen EINE Stunde später als geplant abgeholt habe. Im Mietwagenvertrag stand nichts dazu. Dann wurde mir gesagt, ich soll noch 20,- Euro ""cleaning fee"" (also Reinigungsgebühren) zahlen, obwohl dies im Vertrag nicht erwähnt wurde. Als ich diese Forderung abgelehnt habe, wurde mir gesagt, dass ich bei der Rückgabe 40,- Euro zahlen müsste, es sei denn, ich lasse den Wagen waschen mit Innerreinigung! Die Übergabe erfolgte ohne dass die Mitarbeiterin dabei war - ich sollte selber den Wagen checken und fotografieren. Und bei der Rückgabe hat sie einen Schaden UNTER der Frontstoßstange entdeckt, den ich verursacht haben soll. Berechnet wurde auf Anhieb die ganze Kaution i.H.v. 850,- Euro. Nie wieder!!","Argus Car Hire",de
"Jul 15, 2025 @ 09:18:32.000","Es hat alles reibungslos geklappt ","Sunny Cars",de
"Jul 15, 2025 @ 06:21:01.000","Wie gesagt, FLIZZR gibt es nicht - ist nur ein schattenhafter Suppi.",Rentalcars,de
"Jul 15, 2025 @ 05:46:55.000","Alles gut.","Argus Car Hire",de
"Jul 15, 2025 @ 01:30:43.000","Ich muss mich jetzt mit dem Vermieter herumschlagen wegen eines Reifenschadens der in einem defekten Ventil begründet war. Beim Repersturwerkzeug hat die Kurbel gefehlt wo ich leider nicht vorher kontrolliert hstte(war schön verpackt also glaubte ich dem Ünergeber) die Zentrslverriegelung funktionierte nicht und die Beifahrertür klemmte, sodass sie von innen nur schwer zu öffnen war. Und jetzt zieht der Vermieter für einen reparierten Reifen 244$ ab was für Ecuadorianische Verhältnisse Wucher ist.Das Ventil war bon Beginn an offenbar undicht, ds icj nsch 4 Tagen Luft nachfüllen musste. Und jetzt darf ich mich noch mit dem Einreichen eines ""Schadensfalles""herumschlagen . Freunde welche beim selben Vermieter ihr Auto nahmen sind Zeugen.",BSPAuto,de
"Jul 14, 2025 @ 21:48:06.000","Sehr freundlicher Service. Dadurch, dass keine Daten weitergegeben werden, geht die Anmietung vor Ort aber etwas länger. Das Personal muss immer alle Daten nochmal erfassen. Es wäre gut, wenn es einen Möglichkeit gäbe, die Weitergabe der Daten an den Vermieter zu erlauben. ","Sunny Cars",de
"Jul 14, 2025 @ 21:19:03.000","Super professionell ",Avis,de
